City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Tsumeb,NA,-19.2333,17.7167,63.79,36,0,5.93,clear sky
699,Lichuan,CN,30.3,108.85,57.85,95,91,3.74,overcast clouds
700,Matagami,CA,49.7502,-77.6328,51.91,20,0,5.75,clear sky
701,Sorland,NO,67.667,12.6934,33.66,57,80,20.65,broken clouds
702,Kathmandu,NP,27.7167,85.3167,64.62,94,75,2.3,broken clouds
703,Teshie,GH,5.5836,-0.1072,82.96,83,40,4.61,scattered clouds
704,Ornskoldsvik,SE,63.2909,18.7153,40.15,56,5,13.8,clear sky
705,Sechura,PE,-5.5569,-80.8222,78.93,58,8,16.93,clear sky
706,Choa Saidan Shah,PK,32.7201,72.9849,82.9,17,0,5.44,clear sky
707,Uniontown,US,39.9001,-79.7164,51.96,91,100,11.43,overcast clouds
708,Sharjah,AE,25.3573,55.4033,93.18,30,0,9.22,clear sky
709,Pochutla,MX,15.7432,-96.4661,92.82,40,81,10.29,broken clouds
710,Alice Springs,AU,-23.7,133.8833,35.15,75,0,5.75,clear sky
711,Mentougou,CN,39.9392,116.0917,47.34,81,100,4.65,overcast clouds
712,Kiama,AU,-34.6833,150.8667,55.38,67,0,10.0,clear sky
